name	CHE_AS	CHE_IF	HKG_AS	HKG_IF	IND_AS	IND_IF	SWE_AS	SWE_IF	USA_AS	USA_IF
Sphingomonas sp. BT-65	36	6	85	79	66	8	16	9	29	3
Sphingomonas sp. CL5.1	42	13	117	127	69	13	30	17	27	18
Sphingomonas sp. ERG5	49	2	9	34	4	0	53	3	30	5
Sphingomonas sp. FARSPH	62	13	64	75	70	11	30	12	19	8
Sphingomonas sp. HDW15A	9	4	31	38	19	4	4	4	11	2
Sphingomonas sp. HMP6	32	3	65	51	49	11	21	12	14	7
Sphingomonas sp. HMP9	31	7	64	59	56	5	11	7	10	7
Sphingomonas sp. IC081	21	6	43	123	24	13	30	9	18	17
Sphingomonas sp. J315	39	13	74	59	46	11	19	10	21	7
Sphingomonas sp. JE1	1	0	2	2	0	1	1	0	1	0
Sphingomonas sp. KC8	41	18	89	111	56	8	19	11	41	21
Sphingomonas sp. KRR8	32	9	65	49	51	8	16	4	11	8
Sphingomonas sp. LK11	16	5	55	51	38	6	11	4	15	8
Sphingomonas sp. LM7	48	4	79	64	53	9	24	7	27	8
Sphingomonas sp. MM-1	42	10	96	97	63	18	33	14	37	9
Sphingomonas sp. NBWT7	27	9	58	74	46	9	24	12	23	13
Sphingomonas sp. NIC1	17	9	36	62	31	6	10	6	15	6
Sphingomonas sp. PAMC26645	28	11	71	57	54	3	10	5	23	11
Sphingomonas sp. R1	32	6	93	77	51	9	17	10	33	4
Sphingomonas sp. RMG20	27	10	76	75	51	3	17	6	20	9
Sphingomonas sp. S1-29	24	3	52	48	31	5	17	7	14	4
Sphingomonas sp. S2-65	36	5	60	62	45	15	15	5	17	5
Sphingomonas sp. S6-11	22	7	72	60	53	9	13	8	17	5
Sphingomonas sp. SH	0	0	1	0	0	0	1	0	0	0
Sphingomonas sp. So64.6b	36	11	87	91	66	12	18	17	23	14
Sphingomonas sp. SUN019	34	7	81	100	60	15	19	11	26	14
Sphingomonas sp. SUN039	38	9	85	73	52	8	25	11	39	6
Sphingomonas sp. ZFBP2030	38	15	61	74	58	9	22	9	24	7
Sphingomonas suaedae	32	11	88	71	54	6	25	4	27	8
Sphingomonas taxi	27	6	84	69	70	10	17	10	27	6
Sphingomonas xanthus	21	6	44	42	26	4	19	3	15	10
Sphingopyxis alaskensis	0	0	0	0	0	0	0	0	0	0
Sphingopyxis fribergensis	98	23	68	120	50	4	21	22	30	17
Sphingopyxis granuli	86	23	93	150	65	14	28	36	25	20
Sphingopyxis lindanitolerans	149	21	69	89	44	14	10	20	23	21
Sphingopyxis macrogoltabida	342	39	241	326	119	25	88	44	79	43
Sphingopyxis sp. 113P3	86	18	175	197	71	8	35	20	25	8
Sphingopyxis sp. BSN-002	564	41	59	150	47	12	19	30	93	37
Sphingopyxis sp. DBS4	317	48	84	144	51	14	28	60	52	46
Sphingopyxis sp. EG6	148	55	88	156	51	19	23	37	36	20
Sphingopyxis sp. FD7	169	30	87	212	47	17	47	19	38	10
Sphingopyxis sp. GC21	28	3	23	81	4	3	4	3	9	2
Sphingopyxis sp. MG	31	8	11	20	6	7	33	7	14	4
Sphingopyxis sp. OPL5	129	43	77	94	54	12	24	27	30	22
Sphingopyxis sp. PAMC25046	125	22	68	92	55	12	18	19	24	22
Sphingopyxis sp. PET50	110	21	76	109	46	11	18	10	33	19
Sphingopyxis sp. QXT-31	91	19	76	95	41	9	10	8	25	16
Sphingopyxis sp. USTB-05	135	38	64	97	42	15	15	24	27	19
Sphingopyxis sp. YF1	136	25	87	107	45	23	17	18	42	10
Sphingopyxis terrae	0	0	0	0	0	0	0	0	0	0
Sphingorhabdus lacus	21	16	44	52	25	6	12	8	233	70
Sphingorhabdus lutea	10	1	32	16	6	4	4	2	4	5
Sphingorhabdus sp. M41	19	3	63	60	22	6	8	3	9	10
Sphingorhabdus sp. SMR4y	19	9	55	65	28	8	11	3	12	3
Sphingorhabdus sp. YGSMI21	18	13	71	76	33	7	16	8	11	9
Sphingosinicella flava	16	4	53	41	26	4	11	3	11	7
Sphingosinicella microcystinivorans	28	18	83	69	70	15	15	13	23	17
Sphingosinicella sp. BN140058	40	11	106	83	89	11	18	5	33	17
Sphingosinithalassobacter sp. CS137	18	7	82	63	75	2	9	1	17	8
Sphingosinithalassobacter tenebrarum	27	5	84	95	59	13	11	6	24	9
Spinach cryptic virus 1	0	0	0	1	0	0	0	0	0	0
Spiractinospora alimapuensis	29	7	88	60	63	14	14	16	12	5
Spiribacter curvatus	15	3	86	67	29	9	5	2	8	9
Spiribacter salinus	0	0	0	0	0	0	0	0	0	0
Spiribacter sp. 2438	11	3	129	82	45	5	7	3	14	4
Spiribacter sp. E85	32	8	245	165	131	25	17	12	25	8
Spirochaeta africana	0	0	0	0	0	0	0	0	0	0
Spirochaeta thermophila	2	0	22	7	10	11	0	0	1	1
Spiromicrovirus SpV4	0	0	0	1	0	0	0	0	0	0
Spiroplasma alleghenense	4	0	12	2	4	3	2	7	0	0
Spiroplasma apis	0	0	0	0	0	0	0	0	0	0
Spiroplasma cantharicola	5	1	13	1	1	3	3	12	3	4
Spiroplasma chinense	2	3	14	1	4	3	4	7	5	1
Spiroplasma chrysopicola	0	0	0	0	0	0	0	0	0	0
Spiroplasma citri	0	1	3	2	3	0	0	5	1	1
Spiroplasma clarkii	5	0	18	1	7	1	4	9	6	2
Spiroplasma corruscae	14	1	11	0	2	1	5	9	3	1
Spiroplasma culicicola	0	0	0	0	0	0	0	0	0	0
Spiroplasma diminutum	0	0	0	0	0	0	0	0	0	0
Spiroplasma endosymbiont of 'Nebria riversi'	5	2	15	1	2	1	4	9	2	1
Spiroplasma endosymbiont of Phyllotreta cruciferae	1	0	2	0	1	0	1	0	0	1
Spiroplasma eriocheiris	3	0	11	1	5	0	4	6	5	2
Spiroplasma floricola	0	0	0	0	0	0	0	0	0	0
Spiroplasma gladiatoris	6	1	13	1	4	4	3	10	3	3
Spiroplasma helicoides	7	1	13	1	4	4	2	13	5	5
Spiroplasma kunkelii	0	0	0	0	0	0	0	0	0	0
Spiroplasma litorale	9	3	9	2	2	1	4	9	5	3
Spiroplasma melliferum	1	1	6	1	3	0	0	2	0	2
Spiroplasma monobiae	0	0	0	0	0	0	0	0	0	0
Spiroplasma phoeniceum	0	0	0	0	0	0	0	0	0	0
Spiroplasma platyhelix	0	0	0	0	0	0	0	0	0	0
Spiroplasma poulsonii	9	1	12	2	11	2	5	4	8	5
Spiroplasma sabaudiense	0	0	0	0	0	0	0	0	0	0
Spiroplasma sp. BIUS-1	5	1	6	0	1	0	4	4	2	2
Spiroplasma sp. TIUS-1	2	2	11	3	3	2	1	7	3	1
Spiroplasma syrphidicola	0	0	0	0	0	0	0	0	0	0
Spiroplasma tabanidicola	4	3	13	1	5	1	4	5	2	4
Spiroplasma taiwanense	0	0	0	0	0	0	0	0	0	0
Spiroplasma turonicum	8	1	10	1	4	2	5	8	3	3
Spirosoma aerolatum	44	3	106	12	17	13	26	7	45	17
Spirosoma aureum	45	3	83	10	20	4	28	7	24	9
Spirosoma endbachense	38	3	72	20	19	11	27	5	20	5
Spirosoma montaniterrae	52	2	77	14	44	14	30	7	29	4
Spirosoma pollinicola	54	4	83	17	19	21	40	18	33	13
Spirosoma radiotolerans	36	2	80	10	32	11	28	6	18	6
Spirosoma rigui	35	2	103	15	36	10	15	3	18	4
Spirosoma sp. CJU-R4	36	1	78	21	37	11	20	7	30	6
Spirosoma sp. KCTC 42546	58	6	105	29	29	10	50	8	27	12
Spirosoma sp. KCTC 72228	59	4	72	11	32	10	43	12	32	13
Spirosoma sp. KNUC1025	2	0	2	3	1	1	1	0	0	0
Spirosoma sp. KUDC1026	44	5	64	21	22	9	18	6	21	6
Spirosoma sp. RHs26	33	3	68	11	25	16	18	7	23	13
Spirosoma taeanense	26	4	78	20	24	12	19	5	20	7
Spodoptera exempta nucleopolyhedrovirus	0	0	2	0	0	0	0	0	0	1
Spodoptera exigua multiple nucleopolyhedrovirus	0	0	0	0	0	0	0	0	0	1
Spodoptera frugiperda ascovirus 1a	0	0	1	0	0	0	0	0	0	0
Spodoptera frugiperda granulovirus	0	0	0	0	1	0	0	0	0	0
Spodoptera littoralis nucleopolyhedrovirus	0	0	2	0	0	0	0	0	0	0
Spodoptera litura nucleopolyhedrovirus	0	0	2	0	2	0	0	0	0	0
Spodoptera litura nucleopolyhedrovirus II	0	0	2	0	0	0	0	0	0	1
Spongiibacter nanhainus	4	3	138	99	25	8	13	8	5	4
Spongiibacter sp. IMCC21906	14	3	65	32	17	8	5	9	4	10
Spongiibacter taiwanensis	15	2	91	77	30	10	5	5	5	2
Sporisorium graminicola	29	5	63	27	42	8	17	10	15	7
Sporolactobacillus terrae	6	2	21	10	8	7	2	14	8	7
Sporomusa termitida	10	8	42	18	16	22	7	34	4	10
Sporosarcina pasteurii	1	1	15	3	8	2	2	11	2	2
Sporosarcina psychrophila	4	0	9	0	4	0	7	5	1	0
Sporosarcina sp. Marseille-Q4063	9	8	19	5	13	7	9	14	4	0
Sporosarcina sp. Marseille-Q4943	4	3	14	4	11	4	3	8	8	3
Sporosarcina sp. P33	2	0	2	0	1	1	0	0	0	0
Sporosarcina sp. P37	6	0	3	1	1	1	1	2	0	1
Sporosarcina sp. PTS2304	5	4	16	4	5	8	2	13	6	3
Sporosarcina sp. resist	4	0	6	3	6	2	1	4	2	0
Sporosarcina sp. Te-1	3	2	12	4	10	3	5	8	3	5
Sporosarcina ureae	19	5	50	13	19	12	12	31	13	5
Sporosarcina ureilytica	4	2	17	5	4	2	7	12	7	2
Sprivivirus cyprinus	0	0	1	0	0	0	0	0	0	0
Squash leaf curl China virus	0	0	0	0	0	0	0	0	0	0
Squashvirus squash	0	0	0	0	0	0	0	0	0	0
Squirrelpox virus	0	0	1	1	0	0	0	0	0	0
Squirrelpox virus Berlin_2015	1	0	0	0	0	0	0	0	0	0
Sripuvirus almpiwar	0	0	0	0	0	0	0	0	0	0
Sripuvirus sripur	0	0	0	0	0	0	0	0	0	0
Stackebrandtia nassauensis	0	0	0	0	0	0	0	0	0	0
Stanholtvirus sv6442	0	0	0	0	0	0	0	0	0	0
Stanieria cyanosphaera	0	0	0	0	0	0	0	0	0	0
Stanieria sp. NIES-3757	12	2	29	5	8	7	12	11	11	5
Staphylococcus agnetis	9	6	20	2	7	5	7	11	1	5
Staphylococcus argenteus	5	0	2	0	5	0	2	5	5	1
Staphylococcus arlettae	7	1	17	4	12	7	9	13	3	4
Staphylococcus aureus	36	10	115	23	38	31	29	84	20	23
Staphylococcus auricularis	8	1	16	4	5	4	5	11	8	4
Staphylococcus capitis	11	2	35	4	4	7	6	15	9	4
Staphylococcus caprae	5	1	20	4	4	2	6	10	7	2
Staphylococcus carnosus	9	2	9	5	6	4	5	11	3	2
Staphylococcus chromogenes	15	1	23	4	7	4	8	7	8	5
Staphylococcus coagulans	2	1	1	0	1	1	1	1	0	0
Staphylococcus cohnii	12	1	15	4	6	1	8	12	7	1
Staphylococcus condimenti	12	1	16	2	4	4	5	7	5	3
Staphylococcus debuckii	5	1	8	1	10	2	6	4	3	3
Staphylococcus delphini	11	3	17	4	5	8	8	10	6	2
Staphylococcus edaphicus	12	1	11	4	5	3	7	12	12	3
Staphylococcus epidermidis	33	17	62	19	26	12	22	45	25	11
Staphylococcus equorum	22	16	18	0	2	3	8	14	6	3
Staphylococcus felis	8	3	23	5	7	1	8	17	2	3
Staphylococcus gallinarum	9	2	13	7	6	4	8	12	4	4
Staphylococcus haemolyticus	22	3	46	9	18	11	14	41	11	9
Staphylococcus hominis	22	5	31	5	16	11	10	29	15	9
Staphylococcus hyicus	6	2	14	3	6	2	12	7	4	3
Staphylococcus kloosii	10	4	9	3	5	4	12	8	3	3
Staphylococcus lloydii	4	2	12	3	3	1	4	13	5	2
Staphylococcus lugdunensis	13	3	23	6	5	8	12	19	8	2
Staphylococcus lutrae	8	0	11	1	5	3	4	9	5	2
Staphylococcus muscae	1	0	6	2	5	2	3	6	2	0
Staphylococcus nepalensis	7	3	19	7	2	4	4	15	4	6
Staphylococcus pasteuri	15	4	29	4	9	5	8	29	7	6
Staphylococcus pettenkoferi	4	4	28	5	8	4	7	19	5	1
Staphylococcus phage IME-SA4	1	0	0	0	0	1	0	0	0	0
Staphylococcus phage phiRS7	0	0	0	0	0	0	1	0	0	0
Staphylococcus piscifermentans	2	0	18	5	0	4	6	7	1	0
Staphylococcus pseudintermedius	12	9	35	8	7	11	185	27	12	5
Staphylococcus pseudoxylosus	10	5	27	4	9	5	14	15	8	5
Staphylococcus ratti	2	3	15	2	6	1	5	13	2	0
Staphylococcus roterodami	3	0	16	3	2	3	7	9	5	5
Staphylococcus saccharolyticus	9	2	21	2	4	4	7	25	4	4
Staphylococcus saprophyticus	13	3	22	5	7	8	9	17	8	3
Staphylococcus schleiferi	3	1	18	2	3	2	8	7	8	1
Staphylococcus schweitzeri	6	1	7	1	1	2	4	6	4	0
Staphylococcus simiae	9	3	29	7	7	4	15	26	12	6
Staphylococcus simulans	12	5	34	10	13	7	10	21	10	6
Staphylococcus sp. 11-B-312	0	1	1	1	0	1	1	2	1	1
Staphylococcus sp. 17KM0847	3	1	8	5	6	7	3	6	5	1
Staphylococcus sp. AntiMn-1	0	2	2	0	2	0	0	1	0	1
Staphylococcus sp. IVB6181	5	1	10	3	2	1	4	8	3	1
Staphylococcus sp. IVB6214	0	0	0	0	1	0	0	0	0	0
Staphylococcus sp. IVB6227	0	0	0	1	0	0	0	0	0	0
Staphylococcus sp. IVB6238	0	0	0	0	0	0	0	1	0	0
Staphylococcus sp. IVB6246	0	0	2	0	0	0	0	0	0	0
Staphylococcus sp. M0911	1	0	0	0	0	0	0	0	0	0
Staphylococcus sp. MI 10-1553	5	2	10	0	2	6	4	8	1	0
Staphylococcus sp. SB1-57	0	1	2	0	0	0	2	0	0	1
Staphylococcus sp. T93	0	0	1	0	0	0	0	0	0	0
Staphylococcus succinus	4	2	13	3	5	6	4	9	2	4
Staphylococcus ureilyticus	1	0	1	2	2	0	1	0	1	0
Staphylococcus warneri	9	1	14	1	6	1	1	11	11	1
Staphylococcus xylosus	12	1	29	6	7	5	11	26	11	9
Staphylospora marina	12	1	25	18	11	2	2	5	2	1
Staphylothermus hellenicus	0	0	0	0	0	0	0	0	0	0
Staphylothermus marinus	0	0	0	0	0	0	0	0	0	0
Stappia indica	45	17	202	235	117	18	29	8	43	10
Stappia sp. ES.058	20	9	128	136	80	13	12	6	26	11
Starkeya novella	1	2	2	7	1	1	0	1	0	0
Starkeya sp. ORNL1	59	14	157	139	114	24	30	17	52	21
Steinhofvirus sv8324	0	0	0	0	0	0	0	0	0	0
Stella humosa	371	45	263	238	527	28	52	10	270	48
Stenotrophomonas acidaminiphila	68	187	199	320	165	129	52	160	58	207
Stenotrophomonas indicatrix	7	4	9	11	10	2	1	4	6	3
Stenotrophomonas maltophilia	493	402	1210	1144	736	303	403	414	309	300
Stenotrophomonas nitritireducens	0	1	0	1	0	0	0	0	0	0
Stenotrophomonas rhizophila	114	80	286	287	173	58	74	70	79	57
Stenotrophomonas sp. 169	34	23	83	83	47	9	29	27	19	6
Stenotrophomonas sp. 364	21	17	62	62	38	13	18	11	10	6
Stenotrophomonas sp. ASS1	2	1	5	5	4	3	2	0	1	2
Stenotrophomonas sp. CW117	5	3	8	18	11	11	2	8	4	9
Stenotrophomonas sp. DR822	5	4	13	25	8	1	3	2	7	3
Stenotrophomonas sp. ESTM1D_MKCIP4_1	21	22	52	58	43	18	15	15	19	13
Stenotrophomonas sp. G4	2	1	6	6	5	0	7	3	1	1
Stenotrophomonas sp. KCTC 12332	0	0	2	0	1	0	0	0	0	1
Stenotrophomonas sp. LM091	29	26	94	90	61	18	36	21	27	15
Stenotrophomonas sp. MYb57	3	0	5	7	10	2	2	3	2	1
Stenotrophomonas sp. NA06056	30	13	62	46	35	6	14	15	6	10
Stenotrophomonas sp. NY11291	3	3	12	20	5	0	0	2	2	3
Stenotrophomonas sp. PAMC25021	0	0	1	0	0	0	0	1	0	0
Stenotrophomonas sp. Pemsol	3	0	10	2	7	0	3	2	4	2
Stenotrophomonas sp. pho	3	4	8	67	6	4	4	1	0	0
Stenotrophomonas sp. SAU14A_NAIMI4_5	27	12	60	55	31	14	20	7	15	6
Stenotrophomonas sp. SAU14A_NAIMI4_8	2	4	7	9	10	2	3	4	3	1
Stenotrophomonas sp. SI-NJAU-1	4	1	9	11	3	0	1	4	0	1
Stenotrophomonas sp. SXG-1	0	1	4	2	3	2	0	0	0	0
Stenotrophomonas sp. WZN-1	7	7	25	20	18	4	7	4	7	0
Stenotrophomonas sp. YAU14A_MKIMI4_1	2	0	11	12	2	0	3	3	2	3
Stenotrophomonas sp. YAU14D1_LEIMI4_1	12	3	25	21	14	7	6	8	9	4
Stenotrophomonas sp. ZAC14A_NAIMI4_1	7	8	26	26	17	1	4	4	9	7
Stenotrophomonas sp. ZAC14D1_NAIMI4_1	0	0	0	1	0	0	0	0	0	0
Stenotrophomonas sp. ZAC14D1_NAIMI4_6	0	0	1	0	0	0	0	0	0	0
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	11	10	19	13	9	4	8	1	4	2
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	16	11	34	28	15	6	15	7	14	6
Steroidobacter denitrificans	45	12	141	158	139	25	19	12	30	19
Sterolibacterium denitrificans	175	48	179	126	186	58	197	61	47	69
Stieleria maiorica	42	4	168	143	76	16	17	3	23	4
Stieleria neptunia	62	11	180	111	70	9	18	8	37	8
Stigmatella aurantiaca	0	0	0	0	0	0	0	0	0	0
Stopavirus HTVC011P	0	0	0	0	0	0	0	0	0	0
Stormageddonvirus Stormageddon	0	0	0	0	0	0	0	0	0	0
Streptacidiphilus sp. P02-A3a	58	10	153	118	106	13	19	25	34	21
Streptacidiphilus sp. PB12-B1b	32	8	149	76	99	15	18	24	23	15
Streptantibioticus cattleyicolor	0	0	0	0	0	0	0	0	0	0
Streptobacillus moniliformis	6	5	18	4	8	7	4	60	7	25
Streptococcus acidominimus	6	5	15	14	2	8	3	18	3	2
Streptococcus agalactiae	3	7	14	19	8	53	3	55	3	11
Streptococcus anginosus	8	4	12	11	6	18	1	29	5	3
Streptococcus australis	2	3	9	7	3	6	2	15	1	2
Streptococcus canis	4	4	13	4	3	9	5	35	6	0
Streptococcus chenjunshii	5	2	14	5	4	2	7	21	1	5
Streptococcus constellatus	5	3	4	6	1	4	2	5	1	2
Streptococcus cristatus	2	2	10	4	1	7	0	13	1	5
Streptococcus dysgalactiae	5	2	18	7	4	14	1	39	3	5
Streptococcus equi	4	2	5	2	4	3	1	12	2	1
Streptococcus equinus	13	6	30	15	12	39	6	49	7	16
Streptococcus ferus	5	10	22	38	5	62	3	88	0	8
Streptococcus gallolyticus	7	14	15	35	10	188	3	93	3	14
Streptococcus gordonii	17	7	23	33	12	15	7	40	8	7
Streptococcus gwangjuense	1	0	3	2	0	0	1	5	2	1
Streptococcus halichoeri	5	0	6	2	3	4	2	15	3	3
Streptococcus halotolerans	4	1	9	2	3	7	3	10	7	2
Streptococcus himalayensis	6	0	11	2	8	7	0	18	3	5
Streptococcus ilei	1	2	5	10	0	5	2	12	1	0
Streptococcus infantarius	11	16	9	15	14	186	4	45	1	14
Streptococcus infantis	3	3	11	11	0	5	0	25	1	2
Streptococcus iniae	8	4	10	1	3	3	5	20	3	3
Streptococcus intermedius	5	2	11	1	3	5	2	19	6	3
Streptococcus koreensis	0	0	6	5	0	3	0	7	0	0
Streptococcus lactarius	0	3	10	6	4	13	2	10	2	3
Streptococcus lutetiensis	0	8	2	7	1	45	2	26	1	4
Streptococcus marmotae	3	2	9	4	2	3	2	15	4	7
Streptococcus merionis	6	3	9	4	4	8	2	32	3	4
Streptococcus milleri	1	1	2	2	0	2	0	7	0	0
Streptococcus mitis	8	4	22	23	5	12	8	33	6	8
Streptococcus mutans	3	2	20	9	10	14	7	38	4	9
Streptococcus oralis	16	11	49	29	17	26	9	69	6	6
Streptococcus oriscaviae	4	32	11	62	8	92	3	271	5	20
Streptococcus pantholopis	4	0	14	4	1	5	1	18	2	1
Streptococcus parasanguinis	2	0	3	3	0	3	0	5	0	3
Streptococcus parasuis	35	237	225	860	20	624	28	3796	14	963
Streptococcus parauberis	8	5	12	8	5	7	2	125	2	14
Streptococcus pasteurianus	1	2	0	11	1	1	0	2	0	0
Streptococcus periodonticum	2	0	0	1	1	3	2	0	0	0
Streptococcus phage 5093	0	0	0	0	0	1	1	0	0	0
Streptococcus phage APCM01	0	0	0	0	0	0	0	0	1	0
Streptococcus phage phi3396	2	0	0	0	0	0	0	0	0	0
Streptococcus pluranimalium	7	1	17	8	3	11	5	36	7	6
Streptococcus pneumoniae	12	8	29	7	10	21	10	49	9	9
Streptococcus porcinus	4	3	17	10	8	5	0	26	8	7
Streptococcus pseudopneumoniae	0	0	0	0	0	0	0	0	0	0
Streptococcus pseudoporcinus	3	5	10	10	6	9	3	23	4	10
Streptococcus pyogenes	13	11	32	19	17	31	5	104	12	8
Streptococcus ratti	1	4	10	6	3	21	4	22	3	4
Streptococcus respiraculi	4	4	2	3	4	9	3	32	1	2
Streptococcus rubneri	1	2	3	10	1	2	0	8	0	0
Streptococcus ruminantium	2	3	5	8	2	5	1	27	2	7
Streptococcus salivarius	17	97	105	318	23	153	12	252	14	95
Streptococcus sanguinis	14	14	33	20	8	23	8	57	6	6
Streptococcus sobrinus	5	1	12	9	3	13	5	27	1	6
Streptococcus sp. 116-D4	4	1	5	1	3	0	1	5	3	0
Streptococcus sp. 1643	1	0	6	0	0	0	1	2	1	0
Streptococcus sp. A12	1	2	4	7	3	4	2	9	1	1
Streptococcus sp. CNU 77-61	0	0	3	2	0	3	2	0	0	0
Streptococcus sp. CNU G2	1	0	0	0	1	4	0	0	0	0
Streptococcus sp. CNU G3	3	1	1	5	0	10	0	4	0	1
Streptococcus sp. DAT741	2	0	1	1	0	2	1	4	0	0
Streptococcus sp. FDAARGOS_192	1	4	8	9	0	5	0	8	1	4
Streptococcus sp. FDAARGOS_522	0	0	0	0	0	3	0	3	0	0
Streptococcus sp. 'group B'	0	0	0	0	0	2	0	3	0	0
Streptococcus sp. HSISM1	4	15	11	16	2	13	1	43	1	17
Streptococcus sp. HSISS1	0	1	0	4	0	0	0	7	0	0
Streptococcus sp. HSISS2	2	2	3	3	1	1	0	12	2	7
Streptococcus sp. HSISS3	1	8	1	4	0	9	0	9	2	7
Streptococcus sp. KS 6	1	0	5	3	1	2	2	6	0	1
Streptococcus sp. LPB0220	2	17	11	25	4	14	1	33	0	16
Streptococcus sp. Marseille-Q3533	3	2	2	7	2	3	1	6	1	3
Streptococcus sp. Marseille-Q6470	2	1	5	4	1	4	2	6	1	1
Streptococcus sp. NCTC 11567	0	0	0	0	0	1	0	0	0	0
Streptococcus sp. NPS 308	0	0	3	2	1	0	0	6	0	0
Streptococcus sp. NSJ-72	1	0	2	1	0	0	0	0	1	0
Streptococcus sp. oral taxon 061	4	2	8	3	0	3	4	6	3	2
Streptococcus sp. oral taxon 064	2	0	0	1	0	1	1	0	1	0
Streptococcus sp. oral taxon 431	1	3	10	6	1	3	0	14	1	1
Streptococcus sp. zg-86	2	0	4	3	0	1	0	12	1	0
Streptococcus suis	37	129	207	420	36	387	28	1586	21	319
Streptococcus thermophilus	41	150	50	72	11	105	14	7649	8	121
Streptococcus toyakuensis	1	1	4	1	3	2	0	9	1	0
Streptococcus troglodytae	1	0	7	2	1	8	0	12	2	3
Streptococcus uberis	1	3	15	9	2	8	6	26	1	4
Streptococcus urinalis	5	2	17	1	3	6	5	31	4	5
Streptococcus vestibularis	4	5	6	17	1	9	3	21	1	5
Streptomonospora litoralis	38	12	111	62	73	18	18	15	23	9
Streptomyces actuosus	63	9	126	101	94	11	27	8	48	9
Streptomyces akebiae	54	9	102	72	79	9	23	9	24	4
Streptomyces albidoflavus	5	1	23	21	12	5	2	3	7	1
Streptomyces albireticuli	4	1	20	16	12	4	6	0	4	2
Streptomyces alboflavus	50	13	175	103	136	12	36	9	66	18
Streptomyces alboniger	37	3	108	67	70	13	20	12	36	4
Streptomyces albulus	70	11	184	103	145	27	42	25	81	14
Streptomyces albus	75	14	210	147	160	20	48	32	98	26
Streptomyces alfalfae	15	0	34	14	20	3	7	8	17	2
Streptomyces ambofaciens	52	9	106	67	90	10	17	15	39	8
Streptomyces angustmyceticus	82	8	176	128	111	16	42	21	65	14
Streptomyces antibioticus	55	9	152	98	103	8	37	21	43	13
Streptomyces antimycoticus	15	6	63	29	37	3	12	8	17	5
Streptomyces anulatus	62	9	115	87	100	15	18	19	50	19
Streptomyces aquilus	65	10	177	123	108	21	35	20	47	12
Streptomyces armeniacus	83	16	177	125	140	14	38	22	64	12
Streptomyces asoensis	44	13	151	80	109	21	23	24	53	9
Streptomyces atratus	48	12	163	100	106	25	31	16	56	7
Streptomyces aurantiacus	53	9	138	75	85	12	30	17	49	11
Streptomyces auratus	0	0	0	0	0	0	0	0	0	0
Streptomyces aureoverticillatus	64	8	157	102	109	16	35	18	66	11
Streptomyces autolyticus	6	1	21	12	21	4	3	3	9	0
Streptomyces avermitilis	0	0	0	0	0	0	0	0	0	0
Streptomyces bathyalis	71	11	128	108	108	16	32	18	57	10
Streptomyces bingchenggensis	0	0	0	0	0	0	0	0	0	0
Streptomyces broussonetiae	66	12	150	85	108	9	28	16	43	14
Streptomyces buecherae	95	15	260	182	193	18	54	33	95	17
Streptomyces cadmiisoli	77	13	162	98	109	16	37	25	54	8
Streptomyces californicus	11	3	46	16	31	3	8	1	9	6
Streptomyces calvus	37	4	115	71	96	21	28	19	41	18
Streptomyces capitiformicae	52	10	146	102	95	19	22	23	60	7
Streptomyces cavourensis	18	3	63	35	56	5	11	4	20	4
Streptomyces chartreusis	77	18	206	162	148	21	36	25	51	24
Streptomyces chromofuscus	35	11	100	81	73	13	22	14	36	5
Streptomyces cinereoruber	10	0	6	8	11	2	0	5	5	3
Streptomyces clavuligerus	75	5	162	93	125	19	30	23	56	11
Streptomyces coelicolor	6	0	12	5	6	1	3	0	6	2
Streptomyces coeruleorubidus	44	6	95	67	59	9	15	11	29	6
Streptomyces collinus	38	6	102	50	94	10	17	6	49	11
Streptomyces cyaneochromogenes	56	12	130	85	118	14	20	13	49	12
Streptomyces cyaneogriseus	0	0	0	0	0	0	0	0	0	0
Streptomyces cyaneus	1	0	0	0	1	0	0	1	0	0
Streptomyces cyanogenus	48	5	112	81	64	10	31	6	43	8
Streptomyces dangxiongensis	45	10	103	82	83	12	35	11	45	8
Streptomyces davaonensis	0	0	0	0	0	0	0	0	0	0
Streptomyces deccanensis	37	11	124	72	71	14	14	13	33	9
Streptomyces decoyicus	29	5	68	46	60	9	9	5	21	4
Streptomyces dengpaensis	65	7	120	81	88	6	28	9	47	7
Streptomyces drozdowiczii	46	7	144	100	106	15	31	11	47	7
Streptomyces durmitorensis	49	8	145	87	124	13	43	21	65	11
Streptomyces exfoliatus	61	5	121	89	95	13	28	10	44	10
Streptomyces fagopyri	43	5	103	55	63	7	21	13	34	10
Streptomyces ferrugineus	56	4	134	95	108	19	22	19	44	8
Streptomyces ficellus	46	6	121	89	106	10	22	14	48	8
Streptomyces filamentosus	26	8	36	32	31	5	12	4	11	4
Streptomyces finlayi	52	8	100	65	78	14	28	17	46	9
Streptomyces flavovirens	0	0	1	1	0	0	0	0	0	0
Streptomyces fodineus	49	8	141	90	107	11	20	16	39	12
Streptomyces formicae	96	14	205	108	169	29	42	28	73	20
Streptomyces fradiae	5	1	14	8	6	2	1	2	4	0
Streptomyces fungicidicus	16	1	28	9	14	1	2	4	5	1
Streptomyces galilaeus	56	8	107	63	64	7	14	11	44	7
Streptomyces gardneri	47	6	120	71	78	5	24	10	43	4
